移動支援,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日
2764300246,訪問介護センターベストフレンド,06-6643-1116,06-6634-4566,556-0014,大阪市浪速区大国３－１０－８　,株式会社　ベストフレンド,○,○,○,○,2008/04/01
2764300659,ソナタケアサポート,06-6695-7530,06-6695-7785,556-0014,大阪市浪速区大国一丁目１０番２１号　ラパンジール大国５　１階店舗,タクトケアサプライ株式会社,○,○,○,,2019/11/01
2764300873,訪問介護まはろ,06-6556-7161,06-6556-7162,556-0014,大阪市浪速区大国一丁目７番１８号　ルーメリヒサール１０２号,合同会社ＭＡＨＡＬＯ,○,○,○,○,2020/06/01
2764300923,なかよし介護サービス,06-6630-9118,06-6630-9119,556-0014,大阪市浪速区大国二丁目１８番１２号　大国町エンビィハイム１０１号,株式会社中義,○,○,○,,2021/04/01
2764301178,ヘルパーステーション和希愛愛,080-3102-7048,06-6645-5420,556-0014,大阪市浪速区大国一丁目１２番１９号　水希ビル２Ｂ,株式会社和希愛愛,○,○,○,○,2025/11/01
2764301053,ハッピーケアセンター,06-7172-0093,06-4977-7886,556-0014,大阪市浪速区大国一丁目７番１号　メゾン藤１Ａ,株式会社ＨＡＲＵ,○,○,○,○,2024/02/01
2764301152,訪問介護サービスセンターゆきだるま,06-6556-6302,06-6556-6303,556-0014,大阪市浪速区大国二丁目１６番１２号　１Ｆ,合同会社ゆきだるま,○,○,○,○,2025/05/01
2764301186,ケア２１浪速,06-7176-5121,06-6633-2521,556-0015,大阪市浪速区敷津西二丁目１３番１１号　ジェイルミナ５階５０１号室,株式会社　ケア２１,○,○,○,○,2026/03/01
2764300550,レオ介護サービス,06-6599-9572,06-6599-9573,556-0015,大阪市浪速区敷津西二丁目１２番３号　アクティ２１・２０１号,株式会社レオ,○,○,○,○,2017/07/01
2764300642,ひだまりの樹,06-6556-9884,06-6586-9085,556-0015,大阪市浪速区敷津西一丁目５番１１－４０５号　 ,株式会社ランコントル,○,○,○,○,2019/11/01
2764301004,訪問介護　つどい,06-6684-8528,06-6684-8529,556-0015,大阪市浪速区敷津西二丁目１番１２号　ＹＫビルディング２階Ｄ号室,合同会社ファミリー集,○,○,○,○,2023/02/01
2764301061,訪問介護アトラス,06-6760-4175,06-7632-2947,556-0015,大阪市浪速区敷津西二丁目１４番１２号　２Ｂ,合同会社ＳＵＮＴＲＵＳＴ,○,○,○,○,2024/03/01
2764300162,有限会社ひだまり,06-6636-7676,06-6636-7676,556-0016,大阪市浪速区元町二丁目６番１３－５０１号　 ,有限会社　ひだまり,○,○,○,○,2008/09/01
2764301137,アガペの里介護ステーションなにわ,06-6760-4030,06-6760-4031,556-0016,大阪市浪速区元町三丁目１番２０号　元町八代ビル６Ｂ号室,株式会社亀田,○,○,○,○,2025/03/01
2764300410,シマちゃん介護ステーション,06-6585-9673,06-6585-9673,556-0016,大阪市浪速区元町三丁目１番１９号　パレ元町４０１号,株式会社　ＨＡＬＵ,○,○,○,○,2015/09/01
2764300634,訪問介護亀鶴之寿,06-6599-8238,06-6599-8289,556-0016,大阪市浪速区元町二丁目８番４号　難波レジデンスビル３０２号,株式会社松山,○,○,○,○,2019/11/01
2764300899,訪問介護事業所エイト,06-6537-9861,06-6537-9582,556-0016,大阪市浪速区元町一丁目９番２１号　丸本北ビル５０３号室,合同会社ＢＵＮ,○,○,○,○,2020/08/01
2764301038,安寿,06-7173-7552,06-7174-7968,556-0016,大阪市浪速区元町三丁目８番２７号　ルミエール難波２０３号,株式会社　Ｈｉｔｏ,○,○,○,○,2023/07/01
2764301145,リーウェイケアサポート,06-6646-0001,06-6646-0002,556-0016,大阪市浪速区元町一丁目５番７号　ナンバプラザビル地下１階１０２号,株式会社リーウェイ,○,○,○,○,2025/05/01
2764301160,ケアセンター　マイフィールド,06-6567-8245,06-6567-8245,556-0016,大阪市浪速区元町一丁目５番１５号　オカダウィ－ンビル５０２号室,株式会社Ｔ－ＳＰＯＴ,○,○,○,○,2025/05/01
2764301046,うつわ訪問介護,06-6599-8577,06-6599-8588,556-0016,大阪市浪速区元町三丁目１番１３号　エムワイナンバビル２Ｆ,労働者協同組合うつわ,○,○,○,○,2023/07/01
2764301012,訪問介護　和,06-6561-0040,06-6561-6640,556-0020,大阪市浪速区立葉一丁目４番１７号　 ,有限会社芦原オート,○,○,○,○,2023/04/01
2764300964,訪問介護ファミリー,06-6585-9575,06-6585-9576,556-0021,大阪市浪速区幸町三丁目５番２号　レバンガ桜川ＡＰ３０３号室,Ｔ．Ｃ．Ｈ．株式会社,○,○,○,○,2022/05/01
2764301079,訪問介護つぼみ,06-6585-9220,06-6585-9220,556-0021,大阪市浪速区幸町一丁目２番９号　ＲＥ－００５　５０１号室,合同会社つぼみ,○,○,○,○,2024/06/01
2764301095,Ｒｅ’コネクトケア,06-6568-9945,06-6568-9946,556-0021,大阪市浪速区幸町二丁目３番４０号　桜川コーポ４０４号,株式会社Ｓ’ａｎｄ,○,○,○,○,2024/08/01
2764300089,ラミールケアセンター,06-6567-4447,06-6567-4446,556-0022,大阪市浪速区桜川二丁目３番２８号　市松ビル４階Ａ号,株式会社　ラ・ミール,○,○,○,,2008/09/01
2764300097,愛と憩ライフケア,06-6561-0339,06-6561-0341,556-0022,大阪市浪速区桜川二丁目１２番６号　 ,有限会社　愛と憩,○,○,○,○,2008/09/01
2761800057,かがやき,06-6561-5637,06-6561-5638,556-0022,大阪市浪速区桜川四丁目４番１０号　ニューグランドビル２Ｆ,特定非営利活動法人　かがやき,○,○,○,○,2008/09/01
2764300931,居宅介護　つなぐ,06-6586-6589,06-6586-6969,556-0023,大阪市浪速区稲荷一丁目５番４１号　湊町ビル８０２号,株式会社つなぐ,○,○,○,○,2021/04/01
2764300345,愛とチャレンジ介護センター,06-6710-9592,06-6710-9593,556-0024,大阪市浪速区塩草一丁目３番２２号　 ,合同会社愉快,○,○,○,○,2014/01/01
2764300501,ぼのほーむの訪問介護,06-6556-9411,06-6556-7996,556-0024,大阪市浪速区塩草二丁目７番２１号　 ,株式会社　矢野晴大事務所,○,○,○,○,2016/10/01
2764300568,訪問介護一心,06-7777-2393,06-7730-9378,556-0025,大阪市浪速区浪速東三丁目９番６号　 ,株式会社ｅｓｔｃｒｅａ,○,○,○,○,2017/09/01
2764301020,ライフケアサポート　ティガー,06-6695-7553,06-6695-7552,556-0025,大阪市浪速区浪速東二丁目１２番３号　アクティ２１・６０２号－北部屋,株式会社ＡＤＥＡＭ,○,○,○,○,2023/05/01
2764300485,介護ステーションゆめ,06-4392-9300,06-4392-9302,556-0026,大阪市浪速区浪速西三丁目４番１号　 ,株式会社三方よし,○,○,○,,2016/08/01
2764300220,株式会社恵愛介護サービス,06-6561-1777,06-6561-1778,556-0026,大阪市浪速区浪速西二丁目１４番１８号　 ,株式会社　恵愛介護サービス,○,○,○,○,2009/05/01
2764300154,有限会社スマイル・ケアセンター,06-6537-9971,06-6537-9972,556-0028,大阪市浪速区久保吉一丁目４番６号　 ,有限会社　スマイル・ケアセンター,○,○,○,○,2008/09/01
2761000237,訪問介護　ＯＮＯ,06-7171-7131,06-7171-7131,555-0001,大阪市西淀川区佃二丁目５番２４号　佃公園スカイハイツ,株式会社　こころ,○,○,○,○,2010/07/01
2761000351,訪問介護センター・オアシス,06-6477-4626,06-6477-4628,555-0001,大阪市西淀川区佃一丁目１番５６号　 ,株式会社Ｔｏキープライフ,○,○,○,○,2015/03/01
2761000450,訪問介護げんきな郷,06-6475-0113,06-6475-0113,555-0001,大阪市西淀川区佃四丁目８番６－２０２号　 ,有限会社げんきなむら,○,○,○,○,2018/02/01
2761000757,ゆうなヘルパーステーション,06-6459-9500,06-6459-9535,555-0001,大阪市西淀川区佃三丁目６番１７号　 ,わらゆん株式会社,○,○,○,○,2022/03/01
2761000815,ふじいろ訪問介護ステーション,06-6732-9539,06-6195-9443,555-0001,大阪市西淀川区佃一丁目１９番１４号　 ,株式会社アイ・ユー,○,○,○,○,2023/06/01
2761000781,あああ３,06-6472-8188,06-6472-8188,555-0011,大阪市西淀川区竹島二丁目４番２０号　 ,株式会社企画Ｎ,○,○,○,○,2022/08/01
2761000302,ニチイケアセンター御幣島,06-4808-3611,06-4808-3612,555-0013,大阪市西淀川区千舟二丁目６番３０号　プレサンス御幣島ステーションフロント１階,株式会社ニチイ学館,○,○,○,○,2014/04/01
2761000161,ケア２１西淀川,06-6478-8760,06-6478-8761,555-0021,大阪市西淀川区歌島三丁目３番４号　１階,株式会社　ケア２１,○,○,○,○,2008/09/01
2761000427,夢ごこち,06-6476-3511,06-6476-3512,555-0021,大阪市西淀川区歌島一丁目３番７号　第二大洋ビル２０１Ｂ,株式会社ドリームエンタープライズ,○,○,○,○,2017/07/01
2761000856,スマイル訪問介護,06-4862-4388,06-4862-4388,555-0021,大阪市西淀川区歌島二丁目１２番３２号　 ,合同会社エムカンパニー,○,○,○,○,2025/06/01
2761000286,ソワン西淀川介護センター,06-6477-2753,06-6477-2744,555-0022,大阪市西淀川区柏里二丁目９番３７号　エムズ１６ ２Ｆ,株式会社　ソワン２４,○,○,○,○,2013/05/01
2761000310,こうのとり,06-6476-5838,06-6476-5839,555-0022,大阪市西淀川区柏里二丁目７番２８号　北川ビル２０１,こうのとり株式会社,○,○,○,○,2014/07/01
2761000336,愛わくわく訪問介護ステーション,06-6476-4477,06-6476-4488,555-0022,大阪市西淀川区柏里三丁目１２番２９号　塚本駅前商店街１号館７号店舗,世界笑顔株式会社,○,○,○,○,2014/08/01
2761000476,ここいろ株式会社,06-6476-5161,06-6476-5162,555-0022,大阪市西淀川区柏里二丁目４番２６－１０１号　 ,ここいろ株式会社,○,○,○,○,2018/07/01
2761000740,ＹＯＵＭｅ訪問介護,06-6477-6877,06-6477-6878,555-0022,大阪市西淀川区柏里二丁目７番８号　 ,株式会社ＹＯＵＭｅ,○,○,○,○,2021/05/01
2761000823,リヴケア介護サービス,06-6711-4626,06-6711-4627,555-0022,大阪市西淀川区柏里三丁目１２番５号　塚本野村ビル２０５号,株式会社Ｌｉｖ　Ｃｏｍｐａｎｉｏｎ,○,○,○,○,2024/07/01
2761000831,フラワー介護ステーション,06-6732-9455,06-6732-9466,555-0022,大阪市西淀川区柏里二丁目７番２７号　ビクトワール塚本５０３号,株式会社ベスト,○,○,○,○,2024/07/01
2769100880,さつき訪問介護事業所,06-6795-9174,06-6795-9176,555-0023,大阪市西淀川区花川一丁目１３番１６号　 ,サツキ株式会社,○,○,○,○,2018/07/01
2761000484,さらさ日和,06-6472-6662,06-6472-6663,555-0023,大阪市西淀川区花川二丁目４番４３号　Ｋ’ｓ２９　３０６号室,株式会社ＡＬＬ　ｆｏｒ　Ｍ’Ｓ,○,○,○,○,2019/09/01
2761000245,にこにこライフケア,06-6477-2705,06-6477-2706,555-0024,大阪市西淀川区野里一丁目７番１号　野里ハイツ１階,ディバース関西　株式会社,○,○,○,○,2010/07/01
2761000104,関介護ヘルパーステーション,06-6477-3294,06-6477-3295,555-0024,大阪市西淀川区野里一丁目１番１６号　,有限会社　関介護サービスセンター,○,○,○,○,2008/09/01
2761000435,アステリスクヘルパー事業所,06-6476-4020,06-6476-4021,555-0024,大阪市西淀川区野里二丁目２２番８号　メゾンミラノ野里１０６号室,合同会社アステリスク,○,○,○,○,2017/11/01
2761500897,介護サービスステーションＮｉｎｅ,080-7166-6402,06-4256-0763,555-0024,大阪市西淀川区野里一丁目２０番２号　シャルムメゾン野里３０３号室,株式会社Ｎｉｎｅ,○,○,○,,2022/03/01
2761000211,エルケア株式会社エルケア西淀川ケアセンター,06-6478-9270,06-6478-9271,555-0025,大阪市西淀川区姫里二丁目１５番５号　捉伸ビル３０１号室,エルケア　株式会社,○,○,○,○,2008/09/01
2761000724,訪問介護リブウェル西淀川,06-6477-5438,06-6477-5419,555-0031,大阪市西淀川区出来島一丁目１２番６号　２階,株式会社ビオネスト,○,○,○,,2020/10/01
2761000849,ヘルパーステーションぼのぼの,06-6195-2461,06-6195-2462,555-0031,大阪市西淀川区出来島二丁目３番７号４０３号　 ,Ｏｌｉｖｅ　ｃｏｎｎｅｃｔ株式会社,○,○,○,○,2024/09/01
2761000021,イリヤ福祉サービスにしよど,06-6478-8888,06-6478-8222,555-0032,大阪市西淀川区大和田四丁目１１番２１号　,株式会社　昇栄,○,○,○,○,2008/09/01
2761000138,ケアステーションマアヤル,06-6472-0316,06-6477-6481,555-0032,大阪市西淀川区大和田四丁目６番４号　きんきビル２０３号,有限会社　マサミ,○,○,○,○,2008/09/01
2761000146,有限会社リンゴ村,06-6471-6168,06-6474-8884,555-0032,大阪市西淀川区大和田３丁目５番８号　,有限会社　リンゴ村,○,○,○,○,2008/09/01
2761000096,訪問介護くろーばー,06-6473-7766,06-6473-7841,555-0032,大阪市西淀川区大和田１－２－２５　 ,幸せのくろーばー株式会社,○,○,○,○,2008/09/01
2761000492,特定非営利活動法人アンリーブ,06-4977-1575,06-4977-1575,555-0032,大阪市西淀川区大和田五丁目１５番１７－１０２号　 ,特定非営利活動法人アンリーブ,○,○,,,2019/09/01
2761000039,風の輪ホームヘルプ,06-4808-3080,06-4808-3082,555-0033,大阪市西淀川区姫島六丁目３番４４号　,社会福祉法人　水仙福祉会,○,○,○,○,2008/09/01
2761000203,介護ステーションやまびこ,06-6473-3679,06-6473-5118,555-0033,大阪市西淀川区姫島六丁目１番２６号　,合同会社　やまびこ,○,○,○,○,2008/09/01
2761000112,ハロー,06-6471-5610,06-6471-5610,555-0033,大阪市西淀川区姫島六丁目１０番１１号　 ,有限会社　ハロー,○,○,○,○,2008/09/01
2761000294,ケアサポート　ベルーガ,06-6476-9657,06-6476-9658,555-0033,大阪市西淀川区姫島６丁目１番１６号　,株式会社ベルーガ,○,○,○,○,2013/07/01
2761000468,ケアステーションキキ～聴～,06-6195-1852,050-1353-8766,555-0033,大阪市西淀川区姫島五丁目７番３号　ランティス姫島１Ｆ　１０１号室,株式会社　ｆｉｒｓｔｃｌａｓｓ,○,○,○,○,2018/04/01
